slang,formal
berikht,berikut
berikutnye,berikut
berindak,bertindak
berinkam,berikan
berit,berita
beritain,memberitakan
beritajogja,jogja
beritany,bertanya
beritaseorang,berita
beritasonora,berita
berite,berita
berjamaah,berjemaah
berjinah,berzina
berjntung,berjantung
berkacaberkacanya,berkaca kaca
berkahna,berkahnya
berkainÃ¢,berkain
berkali,sering
berkarir,pekerjaan
berkarya,karya
berkepntingan,berkepentingan
berkerja,bekerja
berkesinabungan,berkesinambungan
berkharisma,berkarisma
berkluarga,berkeluarga
berkualitas,kualitas
berkualiti,berkualitas
berkurang,kurang
bermaksiyat,bermaksiat
bermaksut,bermaksud
bermnfaat,bermanfaat
bernapas,nafas
berntung,beruntung
berpa,berapa
berparti,berpesta
berperngaruh,berpengaruh
berpunca,berasal
berrti,berarti
bersamaÃ¢Â erdogan,bersama
bersamabn,bersama
bersangkutan,bersangkut
bersebrangan,sebrangan
bersihin,bersihkan
bersikap,sikat
bersilaturrahmi,bersilaturahmi
bersm,bersama
bersosmed,bersosial media
berstatement,berkata
bersukur,bersyukur
bersyukrlah,bersyukurlah
bertanggungjawab,bertanggung jawab
bertatto,bertato
bertaubat,bertobat
bertaun,bertahun
bertele,bertele-tele
bertelor,bertelur
bertema,isu
bertemen,berteman
bertentagan,bertentangan
bertitle,bergelar
bertolernsi,bertoleransi
bertuhandijalanan,bertuhan
berub,berubah
berulahhrs,harus
berup,berupa
besardasar,besar
besarin,besar
besarr,besar
besarx,besar
besh,bagus
beside,samping
besides,samping
besook,besok
besoq,besok
besssst,terbaik
best,terbaik
bestfriend,kawan
besti,sobat
besties,sahabat
besttt,best
bet,banget
betaaaaah,betah
betakun,bertanya
bete,bosan
beterimakasihlah,terima kasih
betha,alvabeth
beti,beda
betmen,batman
betoi,betul
betol,betul
betoll,betul
betopi,bertopi
bets,banget
better,baik
bettt,banget
betui,betul
betula,betul
betulin,betul
betulkah,betul
betull,betul
betulla,berulah
betullah,betul
betulll,benar
betulllll,benar
beud,banget
beudd,banget
beuh,marah
beurang,beruang
beurat,berurat
beut,banget
beuuh,menghela
bewokan,berewokan
beye,susu
beza,beda
bg,bagi
bgaimana,bagaimana
bgd,banget
bgect,banget
bgerak,bergerak
bget,banget
bgettt,banget
bgi,bagi
bgian,bagi
bgini,begini
bgittu,begitu
bgitu,begitu
bgks,bungkus
bgm,bagaimana
bgmana,bagaimana
bgmn,bagaimana
bgmna,bagaimana
bgn,bangun
bgni,begini
bgntdr,bangun
bgs,bagus
bgsa,bangsa
bgsd,bangsat
bgst,bangsat
bgstt,bangsat
bgt,banget
bgtboleh,boleh
bgthu,begitu
bgtproject,proyek
bgts,banget
bgtt,banget
bgttt,banget
bgtttt,banget
bgttttt,baget
bgtttttt,banget
bgttttttt,banget
bgtty,banget
bgtu,begitu
bgtuu,begitu
bgtxx,banget
bgun,bangun
bgus,bagus
bgusan,bagus
bgussss,bagus
bhadve,marah
bhagaia,bahagia
bhagia,bahagia
bhahahaha,tertawa
bhahahahahahaa,tertawa
bhahahahak,tertawa
bhai,dadah
bharkhar,Menyewa
bharta,mengisi
bhas,bahas
bhasil,berhasil
bhay,selamat tinggal
bheek,mengejek
bhet,banget
bhgia,bahagia
bhgiain,bahagia
bhi,demikian
bhijab,berhijab
bhinekaan,bhineka
bhinekais,bhineka
bhinneka,bhineka
bhkan,bahkan
bhkn,bahkan
bhn,bahan
bhnya,bahan
bhong,bohong
bhs,bahas
bhuakakakaka,tertawa
bhw,bahwa
bhwa,bahwa
bhy,bahaya
bhya,bahaya
bia,mampu
biadaa,biadab
biadap,biadab
biangnya,biadab
biarin,biarkan
biarpn,biarpun
biasaa,biasa
biasaaa,biasa
biasaaaa,biasa
biasae,biasa
biasahhh,biasa
biasain,biasa
biasaji,biasa
biasane,biasanya
biasany,biasa
biasanyaa,biasa
biasay,biasa
biased,bias
biaselah,biasalah
biashara,bisnis
biaya,anggaran
bib,sayang
bibib,habis
bicarain,bicara
bicaramusekarang,bicara
big,besar
bigfloo,bigflo
biggie,masalah
bighi,salam
bigitu,begitu
bigtits,banget
bigwin,kemenangan
bijakberpendapat,bijak
bijimana,bagaimana
bijimane,bagaimana
bijin,buat
bikan,bukan
bikemarin,kemarin
bikhsu,biksu
bikin,membuat
bikinan,buatan
bikinin,membuat
bikinn,membuat
bikinnn,buat
bikinnya,bikin
bikos,karena
bilaa,kalau
bilangg,bilang
bilangin,bilang
bilangnya,bilang
bilanh,bilang
bilank,bilang
bilding,gedung
bile,bila
bilibili,membeli
bilion,miliar
bill,tagihan
billar,rizybillar
billi,kenal
billionaire,milyader
bilng,bilang
bimas,bima
binggo,banget
bingiiittttzzzz,banget
bingiit,banget
bingiittt,banget
bingit,banget
bingits,banget
bingitss,banget
bingitsss,banget
bingitt,banget
bingittzz,banget
bingkitin,bangkitan
bininya,istrinya
bintangbucks,starbucks
bintangdotcom,majalah
bioooooooo,bio
birds,burung
biri,biru
birthday,ulama bohongan
biruadanya,biru
bisaa,mampu
bisaaa,mampu
bisalah,mampu
bisanya,mampu
bisax,mampu
bisenye,mampu
bisex,bisexual
bisi,bisik
bisikin,bisikan
bising,ribut
bismillahirrohmannirohhim,bismillahirrahmanirrahim
bisnes,bisnis
bisnisnya,bisnis
bisquat,biskuat
bissaka,mampu
bissmillah,bismillahirrahmanirrahim
bissmillah,bismillahirrahmanirrahim
bistu,habiskan
bisya,mampu
bit,ada
bitch,menggerutu
biterswit,bittersweet
bitjh,pelancur
biyar,bayar
biza,mampu
bj,baju
bjir,anjir
bju,baju
bk,bukti
bka,buka
bkal,bakal
bkalan,akan
bkan,bukan
bkap,ayahanda
bkerja,bekerja
bkin,buat
bkl,akan
bkln,bakalan
bkn,bukan
bkna,bukan
bknlah,bukanlah
bknnya,bukan
bkp,ayahanda
bkr,bakar
bks,bungkus
bl,beli
bla,ocehan
blaa,penjelasan
blabla,ocehan
blablabla,ocehan
blackbuttler,black buttler
blacklist,daftar hitam
blajar,belajar
blakan,belakang
blame,menyalahkan
blang,belang
blank,kosong
blas,balas
blass,balas
blatung,belatung
blegitu,begitu
blegug,bodoh
bleh,boleh
blejetin,blejeti
blended,gabung
blendung,melendung
blg,bilang
blgnya,bilang
blh,boleh
bli,beli
blik,balik
blim,belum
blingsatanya,belingsatan
blinks,binar
blio,beli
bljar,belajar
bljr,belajar
blk,balik
blkang,belakang
blkg,belakang
blkgnya,belakang
blkng,belakang
blkngny,belakang
blln,bulan
blm,belum
bln,bulan 
blng,bilang
blngn,bilang
blnja,belanja
bloc,block
block,block
blocked,block
blogku,blog
blom,belum
blon,belum
blondecum,blonde cum
bloon,belum
bloonnya,balon
blowing,hembusan
bls,balas
blsin,balasan
blue,biru
blukk,buluk
blum,belum
blunder,kesalahan
blur,buram
blush,memerah
blusukan,blusuk
bmÃ¢,bm
bmw,mobil
bmyak,banyak
bnajarmasin,banjarmasin
bnane,membuat
bnchi,benci
bnci,benci
bnd,band
bnda,ibunda
bndg,bandung
bndr,bandar
bner,benar
bneraan,benar
bneran,beneran
bnern,benar
bnerr,benar
bng,bang
bngatt,banget
bngeeeetttt,banget
bngeet,banget
bnget,banget
bngett,banget
bngettt,banget
bngetttt,banget
bnggain,banggakan
bngkit,bangkit
bngks,bungkus
bngng,bingung
bngs,bangsa
bngsa,bangsa
bngsat,bangsat
bngst,bangsat
bngt,banget
bngtt,banget
bngttt,banget
bngtzt,banget
bngun,bangun
bngung,bingung
bngunlah,bangunlah
bngy,banget
bnk,bank
bnr,benar
bnran,beneran
bnrbnr,benar
bnrn,benar
bntar,sebentar
bntr,bentar
bntu,bantu
bnyak,banyak
bnyakn,banyakan
bnyk,banyak
bnykny,banyaknya
bo,boleh
boakaka,tertawa
bobo,tidur
bobok,tidur
bobooo,tidur
bocah,anak
bocahh,bocah
boci,bocah
bocil,bocah
bodat,monyet
bodhoo,bodoh
bodo,bodoh
bodohie,bodoh
bodor,lucu
body,badan
bodynya,badan
bohay,seksih
bohongin,bohong
boi,anak
boikot,memboikot
bokan,bukan
bokap,ayahanda
bokapnya,ayahanda
bokaps,ayahanda
bokapz,ayahanda
bokef,bokep
boker,beol
bokin,pacar
boking,pemesanan
bokis,bohong
bol,boleh
bolak,bola
bolang,bocah
bole,boleh
boleee,boleh
boleeeh,boleh
bolehin,dibolehkan
bolehkah,boleh
bolehlah,boleh
bolen,boleh
boljug,boleh
bolne,berbicara
boloho,bodoh
bolongin,bolong
bolot,bodoh
bomat,bodoamat
bomoh,bodoamat
bondo,harus
bonek,bocah
bongg,cebong
bongsay,bonsai
bonyok,ayah ibu
book,pesan
booking,pemesanan
bookstore,toko
booktoks,toko
booming,tren
boong,bohong
boongan,boong
boongin,bohong
boonk,bohong
booster,penyemangat
boostkan,mendorong
borax,boraks
boring,bosan
boro,jangan
borot,bocor
bosaan,bosan
bose,bosan
bosen,bosan
bosenin,membosankan
bosennn,bosan
bosku,bos
boskuh,bos
bosnyo,bos
bosok,busuk
bosq,bos
bosque,bos
boss,bos
bot,tolol
botakin,botak
botaks,botak
boten,tidak
botolkosong,botol
botul,betul
bouksid,bauksit
boyeh,boleh
boyong,memboyong
bozen,bosan
bozn,bosan
bp,bapak
bpak,bapak
bpk,ayahanda
bpkmu,bapakmu
bpkny,bapak
bpknya,bapaknya
bpknyalah,bapaknyalah
br,baru
brÃ°,bra
bragging,berlagak
brahahahaa,tertawa
brainwash,cuci otak
brainwashing,cuci otak
brand,merek
branded,bermerek
branding,merek
brandmungkin,merek
brandnya,mereknya
brangkt,berangkat
brangnya,barangnya
brani,berani
braninya,berani
branjak,beranjak
brantas,berantas
brantem,berantem
brapa,berapa
brarti,berarti
brasa,berasa
brasal,berasal
brat,berat
brathey,saudara
brati,berarti
brave,berani
bravoo,berani
braw,saudara
bray,kawan
brbagai,berbagai
brbakti,berbakti
brbeda,berbeda
brbuat,berbuat
brdekatan,berdiri
brdiri,berdiri
brdoa,berdoa
brdua,berduka
bre,teler
breake,istirahat
breaking,istirahat
breakout,berjerawat
brekekekekek,tertawa
brekekekekekek,tertawa
brengsek,berengsek
brengsekk,berengsek
brengseknya,berengsek
brengset,berengsek
brent,berhenti
bres,teratur
brewokan,bergabung
brfikir,berpikir
brg,bareng
brgkali,barangkali
brgkt,berangkat
brh,buruh
brharap,berharap
brharga,berharga
brhasil,berhasil
brhjb,berhijab
brhsl,berhasil
bride,pengantin
brief,singkat
bright,cerah
brightwin,kemenangan
brighty,cerah
brikut,berikut
bringas,beringas
brisek,ribut
brisi,ribut
brisik,ribut
brita,berita
britanya,bertanya
briziek,ribut
brjdh,berjodoh
brjln,berjalan
brjodoh,berjodoh
brjuang,berjuang
brkata,berkata
brkedok,berkedok
brkeliaran,berkeliaran
brkfst,sarapan
brkoalisi,berkoalisi
brkpntingan,berkepentingan
brkuasa,berkuasa
brkumandang,berkumandang
brkunjun,berkunjung
brli,beli
brmslh,bermasalah
brndn,mereka
brng,bareng
brngkat,berangkat
brngkt,berangkat
brngsekk,berengsek
brngsk,berengsek
brni,berani
brniat,berniat
brnti,berhenti
bro,sobat
brondong,berondong
brondonglokal,berondong
bronis,berondong
broo,kawan
brooh,kawan
broooo,sobat
brooooooo,kawan
bros,boros
brother,saudara
brou,saudara
brow,abang
browh,kawan
browsing,penjelajahan
brp,berapa
brp ,berapa
brpa,berapa
brpaa,berapa
brpaan,berapa
brpedoman,berpedoman
brperan,berperan
brpkir,berpikir
brpndapat,berpendapat
brrt,berarti
brrti,berarti
brs,teratur
brsal,berasal
brsama,bersama
brsamamu,bersamamu
brshbt,bersahabat
brsm,bersama
brsma,bersama
brsyukur,bersyukur
brtahan,bertahan
brtahun,bertahun
brtemu,bertemu
brthn,bertahan
brti,berarti
brtmn,berteman
brtngkar,bertengkar
brtopeng,bertopeng
bru,baru
bru ,baru
bruakakakak,tertawa
brubah,berubah
bruh,buruh
brunsur,berunsur
brupaya,berupaya
brusaha,berusaha
brushalah,berusahalah
bruuuhhhh,kawan
brwajah,berwajah
bry,kawan
bryaw,sabar
bryw,sabar
bs,mampu
bsa,mampu
bsen,bosan
bsindo,indonesia
bsk,besok
bsm,balasan
bsok,besok
bsoq,besok
bsr,besar
bsrta,beserta
bssar,besar
bt,bosan
btate,gedung
bte,bosan
btg,batang
bth,butuh
btl,betul
btob,terbaik
btuh,butuh
btul,betul
btulan,betul
btull,betul
btw,omong
bu,ibunda
bu_bu,tidur
bua,buah
buablas,bablas
buad,buat
buahahaha,tertawa
buajingan,bajingan
buangbuang,buang
buanget,banget
buangtabiat,buang
buanyak,banyak
buanyakkkk,banyak
buatan,buat
buatannya,buat
buatapa,bertanya
buatin,buatkan
buatt,buat
bubarin,bubarkan
bubble,gelembung
bubbu,tidur
buber,buka bersama
bubu,tidur
buburayamracer,makanan
bucam,bukan
buchhi,paham
bucin,budak
bucinnya,budak
budaak,budak
budayaÃ¢,budaya
budayaÃ¢Â pancasila,budaya
budayaÃ°,budaya
budeg,budek
budeh,budek
budget,anggaran
budha,buddha
budhaisme,buddha
budu,bodoh
budugan,budukan
budugapis,borok
budugchika,borok
buet,buat
bug,virus
buhaerah,buhaira
buihh,busa
build,membangun
bujag,boleh
bujerrp,kaget
bujngn,bujangan
bujubune,luar biasa
bujukk,bujuk
buk,ibunda
bukaan,bukan
bukabukaan,buka bukaan
bukak,buka
bukanaktivis,bukan aktivitis
bukanberitabiasa,berita
bukanbukan,bukan
bukane,bukannya
bukann,bukan
bukannya,bukan
bukansamawi,bukan
bukber,buka bersama
bukhan,bukan
bukn,bukan
buktiin,bukti
buktik,bukti
buktikan,bukti
buktikn,bukti
buktikqn,bukti
bukugpu,bukti
bul,kibul
bulaann,bulan
bulaya,buaya
bulebih,berlebihan
buleh,boleh
bulepotan,belepotan
bulet,bulat
buletannya,bulet
buli,menggertak
bully,menggertak
bulshit,kibul
buluk,jelek
buluq,buluk
bumbuin,bumbu
bumil,ibu hamil
bumilnya,ibu hamil
buminusantara,bumi nusantara
bumulatanya,bulu mata
bun,ibunda
buna,ibunda
buna,rachelvennya
bunanya,ibunda
bund,ibunda
bunda,ibunda
bundaa,ibunda
bundaahh,ibunda
bundah,ibunda
bundahhh,ibunda
bundir,bunuh diri
bundling,gabungan
bundmengko,ibunda
bundokandung,ibunda
bundz,ibunda
bungggg,bung
bunggus,bungkus
bungkarno,bung karno
bungkusin,bungkus
bungkuuuuuuuuusss,bungkus
bungsuku,bungsu
bunna,rachelvennya
buntingnya,hampir
buosen,bosan
buraq,burak
burem,buram
burik,jelek
buritt,burit
burjek,jelek
burjo,bubur
buroq,burak
burqa,burka
buruann,buruan
buruannn,buruan
burukÃ¢,buruk
buryam,bubur
busedh,umatnya
buseet,umpatan
buseett,umpatan
buser,buru sergap
buset,kaget
busetdaahh,buset
busettt,kaget
busetttt,kaget
business,bisnis
busking,mengamen
bussiness,bisnis
bust,buat
bustier,buzzer
busukk,busuk
but,tetapi
butter,mentega
butuhan,butuh
buu,ibunda
buuktikan,bukti
buuwhaha,tertawa
buwat,buat
buy,beli
buzer,buzzer
buzerp,buzzer
buzerrp,buzzer
buzzer,buzzer
buzzerp,buzzer
buzzerrp,buzzer
bw,bawa
bwa,bawa
bwaanx,bawaan
bwahaha,tertawa
bwahahahhahha,tertawa
bwahahhahaha,tertawa
bwang,bawang
bwangeeuut,banget
bwel,bawel
bwgitu,begitu
bwh,bawah
bwhn,bawahan
bwos,beos
bwt,buat
by,dari
byak,banyak
byangin,membayangkan
byar,bayar
byaran,bayar
bye,selamat tinggal
byebye,selamat tinggal
byk,banyak
bynk,banyak
byr,bayar
byrin,bayar
byung,doi
bz,mampu
bzen,bosan
bzn,bosan
caaaa,memanggil
cabal,sabar
cabecabeaan,cabean
cabol,cabul
cabut,pergi
cacad,cacat
cacimaki,caci maki
cadangkan,cadang
cadas,keren
cadasss,cadas
caem,cakep
cafe,kafe
cagarÃ¢Â budaya,cagar budaya
cageur,sehat
cahya,cahaya
caiank,sayang
caiyo,semalaman
cake,kue
cakeep,cakep
cakeo,cakep
cakep,cantik
cakepp,cakep
calculus,kalkulus
call,panggilan
called,dipanggilkan
calling,memanggil
calls,dipanggil
calo,makelar
calonin,calonkan
cam,kamera
camera,kamera
campaign,kampanye
campaignnya,kampanye
campurin,mencampuri
campus,kampus
campuss,kampus
camtu,macam itu
can,dapat
cancel,batal
cancelled,dibatalkan
canci,cantik
cangcut,celana dalam
cangtip,cantik
canin,cakep
cannnnntikkkkkkk,cantik
cans,cantik
cant,gabisa
canteek,cantik
cantek,cantik
canti,cantik
cantiiiiiiik,cantik
cantiiiik,cantik
cantiiik,cantik
cantiiikk,cantik
cantiik,cantik
cantiikk,cantik
cantiikkkk,cantik
cantikapis,cantik
cantikk,cantik
cantikkk,cantik
cantikkkk,cantik
cantikkkkkk,cantik
cantikkkm,cantik
cantiknnnnyaaaaaaa,cantik
cantiknyaa,cantik
cantiknyaaa,cantik
cantiks,cantik
cantikx,cantik
cantinya,cantik
cantip,cantik
cantiq,cantik
cantiqs,cantik
cantix,cantik
cantk,cantik
canttikkk,cantik
canttttikkk,cantik
cantuk,cantik
canyk,cantik
cap,capek
capa,sapa
capali,siapa
capcus,pergi
cape,capek
capedehh,capek
capee,capek
capeee,capek
capekk,capek
capeknya,capek
capenya,capek
capeq,capek
capeque,capek
capernya,caper
caperr,caper
caperrr,caper
caption,rubrik
car,mobil
caraa,cara
caraka,cara
carane,cara
caranga,cara
caranya,cara
carat,cara
card,kartu
cardi,jaket
carding,kartu
care,peduli
cargo,kargo
cariin,cari
carsen,cari sensasi
cash,tunai
casual,santai
catalog,katalog
catet,menuliskan
catetan,catatan
catetannya,catatan
catiiiiik,cantik
catokin,catok
caturx,catur
caur,jelek
caya,percaya
cayalah,percaya
cayank,sayang
cayo,semangat
cb,coba
cba,coba
cbr,sabar
cbuat,buat
ccd,cacat
ccok,cocok
ce,perempuan
cebon,cebong
cebong,saingan
cebonk,cebong
ceburin,ceburkan
cecann,perempuan
ceced,cacat
cecungung,cecunguk
cedak,dekat
ceemen,payah
cefat,cepat
cegan,cegah
ceheheheh,lucu
cekak,tidak ada
cekal,cegah
cekcih,sewajarnya
cekidot,melihat
cekkkk,cek
ceklist,centang
cekola,sekolah
cekolah,sekolah
cekout,periksa
celalaw,selain
celalu,selalu
celebgram,selebgram
celebr,celebrity
celebs,celebrity
celsi,chelsea
cem,macam
cemana,kemana
cembilan,sembilan
cemburuu,cemburu
cemen,takut
cemilan,camilan
cemilanku,camilanku
cemilannya,camilannya
cemplungin,cemplong
cempreeng,cempeng
cemungudh,semangat
cemungut,semangat
cemunguth,semangat
cenah,katanya
cengengesan,terketawa
cengini,siang
cengkraman,cengkeraman
cengkudu,mengkudu
centered,pusat
century,abad
cepeet,cepat
ceper,pendek
cepet,cepat
cepetaaan,cepat
cepetan,cepat
cepetin,cepat
cepetlah,cepat
cepi,sepi
ceplas,ceplos
ceppat,cepat
cept,cepat
ceramic,keramik
cerdass,cerdas
cerdiik,cerdik
ceritaa,cerita
ceritaaa,cerita
ceritadewasa,cerita
ceritain,ceritakan
ceritakan,cerita
ceritany,ceritanya
ceritanya,cerita
ceritax,ceritanya
cerrr,top
cetan,setan
ceu,perempuan
cew,perempuan
cewe,perempuan
cewecantik,cewek cantik
cewee,dia
cewek,perempuan
ceweknya,perempuan
cewekseksi,perempuan
cewenya,perempuan
cewer,jewer
cex,cek
chahte,mau
chairman,ketua
chaiye,ingin
challenge,tantangan
championship,pertandingan
chan,channel
chance,peluang
chanel,channel
channel,channel
channelnya,channel
chanu,the
chapekk,capek
character,karakter
charanya,cara
charge,mengenakan
chartnya,bagan
chat,obrolan
chatan,chat
chatku,chat
chattingan,obrolan
cheat,curang
cheating,curang
check,cek
checkout,pembayaran
cheers,manis
cheese,keju
chel,rachelvennya
chelalyyu,selalu
chemical,kimia
cherating,bersorak
chicken,ayam
chief,ketua
childe,anak
chilwell,dingin
chim,dia
chimontwitter,twitter
china,cina
chindina,Cina
chinese,cina
chippy,sumbing
chode,kode
choi,choihynsuk
choicefandom,choihynsuk
choper,helikopter
chouji,choji
chronicles,kronik
chubbyguy,gemuk
chulan,curang
chuyunk,sayang
ciah,keluhan
ciamik,indah
ciamisasyik,asyik
cian,kasihan
ciap,siap
ciapa,siapa
ciayou,semangat
cib,kepiting
cibai,memek
cibuk,sibuk
cibuq,sibuk
cicinya,cici
cie,cemburu
ciee,cemburu
ciee ,cemburu
cieee,cemburu
cieeee,cemburu
cieeeee,cemburu
cih,jijik
cihh,mengejek
cihihi ,sindir
ciieeeeeee,cemburu
cikai,cukai
ciklat,coklat
cil,kecil
cilik,kecil
cillik,kecil
cimeng,ganteng
cimohay,cimahi
cin,cinta
cincinnya,cincin
cine,bioskop
cinematic,sinematik
cini,sini
cino,cina
cintaa,cinta
cintaaaaaaa,cinta
cintadidalamperjodohan,proyek
cintaim,cinta
cintax,cinta
cipiit,sipit
cipkon,cipokan
cipp,sip
ciptain,ciptakan
cipuy,cupu
circle,lingkaran
ciribkhas,ciri
citanya,cerita
citizens,warga kota
city,kotanya
ciumbrella,payung
ciumman,ciuman
ciusss,serius
ciuuuummmm,cium
ciwinya,cewek cantik
ciy,mengejek
ciyan,kasihan
ciye,cemburu
ciyeeee,cemburu
ciyeeeeeee,cemburu
ciyh,memang
ciyus,serius
ciyusss,serius
ckakakakak,tertawa
ckck,tertawa
ckckc,tertawa
ckckck,tertawa
ckckckck,tertawa
ckckckckckck,heran
ckepp,cakep
ckp,cukup
ckrg,sekarang
ckrng,sekarang
ckup,cukup
claim,klaim
clasic,klasik
class,kelas
classroom,kelas
classy,berkelas
clbk,balikan
clean,bersih
cleaning,membersihkan
cleansing,membersihkan
clear ,bersih
client,klien
cling,bersih
clinical,klinik
clip,klip
cll,selalu
cllu,selalu
cllw,selalu
clohtesleeknow,baju
close,tutup
closing,penutup
clothesleeknow,tutup
clothing,pakaian
clothingan,pakaian
cluster,gugus
cm,percuma
cma,percuma
cman,percuma
cmiir,koreksi
cmiiw,memastikan
cmkn,ingat
cmn,percuma
cmpk,cempaka
cmpr,campur
cmpur,campur
cntik,cantik
cntikan,cantik
cntikk,cantik
cntiknya,cantik
cntk,cantik
coach,pelatih
cobaa,coba
cobaaa,coba
cobaaaa,coba
cobaak,coba
cobain,coba
cobak,coba
coccokk,cocok
coco,hydrococo
cocokk,cocok
cocokkk,cocok
cocokkkk,cocok
cocoklogi,cocok
cocokny,cocok
cocokologi,cocok
cocokx,cocok
coconut,kelapa
cocook,cocok
cocookk,cocok
cocotnx,copot
coeggg,coeg
coffe,kopi
coffee,kopi
coffeshopharga,harga
